"No,";Time;;Source;Destination;Protocol;Length;Info;;;Time 1;Time 2;;Delay;;Delay 1;Delay 2 ;Jitter
2691;77.938.198;"77,938198";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#1] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1431114;;;"77,938198";"77,938838";;"0,00064";;"0,000595";"4,5E-05";"-0,00055"
2692;77.938.838;"77,938838";"36,92,238,236";"192,168,100,98";"TLSv1,2";2878;Ignored Unknown Record;;;"77,938838";"77,938883";;"4,5E-05";;"-0,004379";"0,004424";"0,008803"
2693;77.938.883;"77,938883";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#2] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1433938;;;"77,938883";"77,943307";;"0,004424";;"0,004381";"4,3E-05";"-0,004338"
2694;77.943.307;"77,943307";"36,92,238,236";"192,168,100,98";"TLSv1,2";2878;Ignored Unknown Record;;;"77,943307";"77,943350";;"4,3E-05";;"-0,010533";"0,010576";"0,021109"
2695;77.943.350;"77,943350";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#3] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1436762;;;"77,943350";"77,953926";;"0,010576";;"0,010576";0;"-0,010576"
2696;77.953.926;"77,953926";"36,92,238,236";"192,168,100,98";TCP;1466;443  >  56638 [ACK] Seq=1436762 Ack=5359 Win=539 Len=1412 [TCP segment of a reassembled PDU];;;"77,953926";"77,953926";;0;;"-6,4E-05";"6,4E-05";"0,000128"
2697;77.953.926;"77,953926";"36,92,238,236";"192,168,100,98";TCP;1466;443  >  56638 [ACK] Seq=1438174 Ack=5359 Win=539 Len=1412 [TCP segment of a reassembled PDU];;;"77,953926";"77,953990";;"6,4E-05";;6E-06;"5,8E-05";"5,2E-05"
2698;77.953.990;"77,953990";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#4] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1438174;;;"77,953990";"77,954048";;"5,8E-05";;"-0,032784";"0,032842";"0,065626"
2699;77.954.048;"77,954048";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#5] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1439586;;;"77,954048";"77,986890";;"0,032842";;"0,032842";0;"-0,032842"
2700;77.986.890;"77,986890";"36,92,238,236";"192,168,100,98";TCP;1466;443  >  56638 [ACK] Seq=1439586 Ack=5359 Win=539 Len=1412 [TCP segment of a reassembled PDU];;;"77,986890";"77,986890";;0;;"-0,000157";"0,000157";"0,000314"
2701;77.986.890;"77,986890";"36,92,238,236";"192,168,100,98";TCP;1466;443  >  56638 [ACK] Seq=1440998 Ack=5359 Win=539 Len=1412 [TCP segment of a reassembled PDU];;;"77,986890";"77,987047";;"0,000157";;"6,4E-05";"9,3E-05";"2,9E-05"
2702;77.987.047;"77,987047";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#6] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1440998;;;"77,987047";"77,987140";;"9,3E-05";;"-0,001344";"0,001437";"0,002781"
2703;77.987.140;"77,987140";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#7] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1442410;;;"77,987140";"77,988577";;"0,001437";;"0,001437";0;"-0,001437"
2704;77.988.577;"77,988577";"36,92,238,236";"192,168,100,98";TCP;1466;443  >  56638 [ACK] Seq=1442410 Ack=5359 Win=539 Len=1412 [TCP segment of a reassembled PDU];;;"77,988577";"77,988577";;0;;"-6,9E-05";"6,9E-05";"0,000138"
2705;77.988.577;"77,988577";"36,92,238,236";"192,168,100,98";TCP;1466;443  >  56638 [ACK] Seq=1443822 Ack=5359 Win=539 Len=1412 [TCP segment of a reassembled PDU];;;"77,988577";"77,988646";;"6,9E-05";;4E-06;"6,5E-05";"6,1E-05"
2706;77.988.646;"77,988646";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#8] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1443822;;;"77,988646";"77,988711";;"6,5E-05";;"-0,004137";"0,004202";"0,008339"
2707;77.988.711;"77,988711";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#9] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1445234;;;"77,988711";"77,992913";;"0,004202";;"0,004155";"4,7E-05";"-0,004108"
2708;77.992.913;"77,992913";"36,92,238,236";"192,168,100,98";TCP;2878;443  >  56638 [ACK] Seq=1445234 Ack=5359 Win=539 Len=2824 [TCP segment of a reassembled PDU];;;"77,992913";"77,992960";;"4,7E-05";;"-0,000721";"0,000768";"0,001489"
2709;77.992.960;"77,992960";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#10] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1448058;;;"77,992960";"77,993728";;"0,000768";;"0,000714";"5,4E-05";"-0,00066"
2710;77.993.728;"77,993728";"36,92,238,236";"192,168,100,98";TCP;2878;443  >  56638 [ACK] Seq=1448058 Ack=5359 Win=539 Len=2824 [TCP segment of a reassembled PDU];;;"77,993728";"77,993782";;"5,4E-05";;"-0,000617";"0,000671";"0,001288"
2711;77.993.782;"77,993782";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#11] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1450882;;;"77,993782";"77,994453";;"0,000671";;"0,000615";"5,6E-05";"-0,000559"
2712;77.994.453;"77,994453";"36,92,238,236";"192,168,100,98";TCP;2878;443  >  56638 [ACK] Seq=1450882 Ack=5359 Win=539 Len=2824 [TCP segment of a reassembled PDU];;;"77,994453";"77,994509";;"5,6E-05";;"-0,001627";"0,001683";"0,00331"
2713;77.994.509;"77,994509";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#12] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1453706;;;"77,994509";"77,996192";;"0,001683";;"0,001638";"4,5E-05";"-0,001593"
2714;77.996.192;"77,996192";"36,92,238,236";"192,168,100,98";TCP;2878;443  >  56638 [ACK] Seq=1453706 Ack=5359 Win=539 Len=2824 [TCP segment of a reassembled PDU];;;"77,996192";"77,996237";;"4,5E-05";;"-0,000612";"0,000657";"0,001269"
2715;77.996.237;"77,996237";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#13] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1456530;;;"77,996237";"77,996894";;"0,000657";;"0,000614";"4,3E-05";"-0,000571"
2716;77.996.894;"77,996894";"36,92,238,236";"192,168,100,98";TCP;2878;443  >  56638 [ACK] Seq=1456530 Ack=5359 Win=539 Len=2824 [TCP segment of a reassembled PDU];;;"77,996894";"77,996937";;"4,3E-05";;"-0,00091";"0,000953";"0,001863"
2717;77.996.937;"77,996937";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#14] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1459354;;;"77,996937";"77,997890";;"0,000953";;"0,000953";0;"-0,000953"
2718;77.997.890;"77,997890";"36,92,238,236";"192,168,100,98";TCP;1466;443  >  56638 [ACK] Seq=1459354 Ack=5359 Win=539 Len=1412 [TCP segment of a reassembled PDU];;;"77,997890";"77,997890";;0;;0;0;0
2719;77.997.890;"77,997890";"36,92,238,236";"192,168,100,98";TCP;443;"443  >  56638 [PSH, ACK] Seq=1460766 Ack=5359 Win=539 Len=389 [TCP segment of a reassembled PDU]";;;"77,997890";"77,997890";;0;;"-5,5E-05";"5,5E-05";"0,00011"
2720;77.997.890;"77,997890";"36,92,238,236";"192,168,100,98";TCP;1466;443  >  56638 [ACK] Seq=1461155 Ack=5359 Win=539 Len=1412 [TCP segment of a reassembled PDU];;;"77,997890";"77,997945";;"5,5E-05";;6E-06;"4,9E-05";"4,3E-05"
2721;77.997.945;"77,997945";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#15] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1460766;;;"77,997945";"77,997994";;"4,9E-05";;1E-05;"3,9E-05";"2,9E-05"
2722;77.997.994;"77,997994";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#16] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1461155;;;"77,997994";"77,998033";;"3,9E-05";;"-0,000537";"0,000576";"0,001113"
2723;77.998.033;"77,998033";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#17] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1462567;;;"77,998033";"77,998609";;"0,000576";;"0,000534";"4,2E-05";"-0,000492"
2724;77.998.609;"77,998609";"36,92,238,236";"192,168,100,98";TCP;2878;443  >  56638 [ACK] Seq=1462567 Ack=5359 Win=539 Len=2824 [TCP segment of a reassembled PDU];;;"77,998609";"77,998651";;"4,2E-05";;"-0,000924";"0,000966";"0,00189"
2725;77.998.651;"77,998651";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#18] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1465391;;;"77,998651";"77,999617";;"0,000966";;"0,00092";"4,6E-05";"-0,000874"
2726;77.999.617;"77,999617";"36,92,238,236";"192,168,100,98";TCP;2878;443  >  56638 [ACK] Seq=1465391 Ack=5359 Win=539 Len=2824 [TCP segment of a reassembled PDU];;;"77,999617";"77,999663";;"4,6E-05";;"-0,001133";"0,001179";"0,002312"
2727;77.999.663;"77,999663";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#19] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1468215;;;"77,999663";"78,000842";;"0,001179";;"0,001129";5E-05;"-0,001079"
2728;78.000.842;"78,000842";"36,92,238,236";"192,168,100,98";TCP;5702;443  >  56638 [ACK] Seq=1468215 Ack=5359 Win=539 Len=5648 [TCP segment of a reassembled PDU];;;"78,000842";"78,000892";;5E-05;;"-0,000745";"0,000795";"0,00154"
2729;78.000.892;"78,000892";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#20] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1473863;;;"78,000892";"78,001687";;"0,000795";;"0,000753";"4,2E-05";"-0,000711"
2730;78.001.687;"78,001687";"36,92,238,236";"192,168,100,98";TCP;2878;443  >  56638 [ACK] Seq=1473863 Ack=5359 Win=539 Len=2824 [TCP segment of a reassembled PDU];;;"78,001687";"78,001729";;"4,2E-05";;"-0,001473";"0,001515";"0,002988"
2731;78.001.729;"78,001729";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#21] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1476687;;;"78,001729";"78,003244";;"0,001515";;"0,001465";5E-05;"-0,001415"
2732;78.003.244;"78,003244";"36,92,238,236";"192,168,100,98";TCP;2878;443  >  56638 [ACK] Seq=1476687 Ack=5359 Win=539 Len=2824 [TCP segment of a reassembled PDU];;;"78,003244";"78,003294";;5E-05;;"-0,00069";"0,00074";"0,00143"
2733;78.003.294;"78,003294";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#22] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1479511;;;"78,003294";"78,004034";;"0,00074";;"0,000698";"4,2E-05";"-0,000656"
2734;78.004.034;"78,004034";"36,92,238,236";"192,168,100,98";TCP;2878;443  >  56638 [ACK] Seq=1479511 Ack=5359 Win=539 Len=2824 [TCP segment of a reassembled PDU];;;"78,004034";"78,004076";;"4,2E-05";;"-0,000772";"0,000814";"0,001586"
2735;78.004.076;"78,004076";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#23] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1482335;;;"78,004076";"78,004890";;"0,000814";;"0,000773";"4,1E-05";"-0,000732"
2736;78.004.890;"78,004890";"36,92,238,236";"192,168,100,98";TCP;2878;443  >  56638 [ACK] Seq=1482335 Ack=5359 Win=539 Len=2824 [TCP segment of a reassembled PDU];;;"78,004890";"78,004931";;"4,1E-05";;"-0,00065";"0,000691";"0,001341"
2737;78.004.931;"78,004931";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#24] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1485159;;;"78,004931";"78,005622";;"0,000691";;"0,00065";"4,1E-05";"-0,000609"
2738;78.005.622;"78,005622";"36,92,238,236";"192,168,100,98";"TLSv1,2";2878;"Encrypted Handshake Message, Ignored Unknown Record";;;"78,005622";"78,005663";;"4,1E-05";;"-0,00151";"0,001551";"0,003061"
2739;78.005.663;"78,005663";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#25] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1487983;;;"78,005663";"78,007214";;"0,001551";;"0,00151";"4,1E-05";"-0,001469"
2740;78.007.214;"78,007214";"36,92,238,236";"192,168,100,98";"TLSv1,2";2878;Ignored Unknown Record;;;"78,007214";"78,007255";;"4,1E-05";;"-0,000712";"0,000753";"0,001465"
2741;78.007.255;"78,007255";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#26] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1490807;;;"78,007255";"78,008008";;"0,000753";;"0,000711";"4,2E-05";"-0,000669"
2742;78.008.008;"78,008008";"36,92,238,236";"192,168,100,98";TCP;2878;443  >  56638 [ACK] Seq=1490807 Ack=5359 Win=539 Len=2824;;;"78,008008";"78,008050";;"4,2E-05";;"-0,000832";"0,000874";"0,001706"
2743;78.008.050;"78,008050";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#27] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1493631;;;"78,008050";"78,008924";;"0,000874";;"0,000829";"4,5E-05";"-0,000784"
2744;78.008.924;"78,008924";"36,92,238,236";"192,168,100,98";"TLSv1,2";2878;Ignored Unknown Record;;;"78,008924";"78,008969";;"4,5E-05";;"-0,00064";"0,000685";"0,001325"
2745;78.008.969;"78,008969";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#28] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1496455;;;"78,008969";"78,009654";;"0,000685";;"0,000628";"5,7E-05";"-0,000571"
2746;78.009.654;"78,009654";"36,92,238,236";"192,168,100,98";"TLSv1,2";2878;Ignored Unknown Record;;;"78,009654";"78,009711";;"5,7E-05";;"-0,000567";"0,000624";"0,001191"
2747;78.009.711;"78,009711";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#29] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1499279;;;"78,009711";"78,010335";;"0,000624";;"0,000568";"5,6E-05";"-0,000512"
2748;78.010.335;"78,010335";"36,92,238,236";"192,168,100,98";"TLSv1,2";2878;Ignored Unknown Record;;;"78,010335";"78,010391";;"5,6E-05";;"-0,001852";"0,001908";"0,00376"
2749;78.010.391;"78,010391";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#30] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1502103;;;"78,010391";"78,012299";;"0,001908";;"0,001865";"4,3E-05";"-0,001822"
2750;78.012.299;"78,012299";"36,92,238,236";"192,168,100,98";"TLSv1,2";2878;Ignored Unknown Record;;;"78,012299";"78,012342";;"4,3E-05";;"-0,000674";"0,000717";"0,001391"
2751;78.012.342;"78,012342";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#31] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1504927;;;"78,012342";"78,013059";;"0,000717";;"0,000675";"4,2E-05";"-0,000633"
2752;78.013.059;"78,013059";"36,92,238,236";"192,168,100,98";"TLSv1,2";2878;Ignored Unknown Record;;;"78,013059";"78,013101";;"4,2E-05";;"-0,00068";"0,000722";"0,001402"
2753;78.013.101;"78,013101";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#32] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1507751;;;"78,013101";"78,013823";;"0,000722";;"0,000676";"4,6E-05";"-0,00063"
2754;78.013.823;"78,013823";"36,92,238,236";"192,168,100,98";"TLSv1,2";2878;Ignored Unknown Record;;;"78,013823";"78,013869";;"4,6E-05";;"-0,000646";"0,000692";"0,001338"
2755;78.013.869;"78,013869";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#33] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1510575;;;"78,013869";"78,014561";;"0,000692";;"0,000645";"4,7E-05";"-0,000598"
2756;78.014.561;"78,014561";"36,92,238,236";"192,168,100,98";TCP;2878;443  >  56638 [ACK] Seq=1510575 Ack=5359 Win=539 Len=2824 [TCP segment of a reassembled PDU];;;"78,014561";"78,014608";;"4,7E-05";;"-0,000818";"0,000865";"0,001683"
2757;78.014.608;"78,014608";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#34] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1513399;;;"78,014608";"78,015473";;"0,000865";;"0,00082";"4,5E-05";"-0,000775"
2758;78.015.473;"78,015473";"36,92,238,236";"192,168,100,98";TCP;2878;443  >  56638 [ACK] Seq=1513399 Ack=5359 Win=539 Len=2824 [TCP segment of a reassembled PDU];;;"78,015473";"78,015518";;"4,5E-05";;"-0,000642";"0,000687";"0,001329"
2759;78.015.518;"78,015518";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#35] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1516223;;;"78,015518";"78,016205";;"0,000687";;"0,000639";"4,8E-05";"-0,000591"
2760;78.016.205;"78,016205";"36,92,238,236";"192,168,100,98";TCP;2878;443  >  56638 [ACK] Seq=1516223 Ack=5359 Win=539 Len=2824 [TCP segment of a reassembled PDU];;;"78,016205";"78,016253";;"4,8E-05";;"-0,000574";"0,000622";"0,001196"
2761;78.016.253;"78,016253";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#36] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1519047;;;"78,016253";"78,016875";;"0,000622";;"0,000576";"4,6E-05";"-0,00053"
2762;78.016.875;"78,016875";"36,92,238,236";"192,168,100,98";TCP;2878;443  >  56638 [ACK] Seq=1519047 Ack=5359 Win=539 Len=2824 [TCP segment of a reassembled PDU];;;"78,016875";"78,016921";;"4,6E-05";;"-0,003296";"0,003342";"0,006638"
2763;78.016.921;"78,016921";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#37] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1521871;;;"78,016921";"78,020263";;"0,003342";;"0,003226";"0,000116";"-0,00311"
2764;78.020.263;"78,020263";"36,92,238,236";"192,168,100,98";TCP;2878;443  >  56638 [ACK] Seq=1521871 Ack=5359 Win=539 Len=2824 [TCP segment of a reassembled PDU];;;"78,020263";"78,020379";;"0,000116";;"-0,000324";"0,00044";"0,000764"
2765;78.020.379;"78,020379";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#38] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1524695;;;"78,020379";"78,020819";;"0,00044";;"0,000362";"7,8E-05";"-0,000284"
2766;78.020.819;"78,020819";"36,92,238,236";"192,168,100,98";TCP;1466;443  >  56638 [ACK] Seq=1524695 Ack=5359 Win=539 Len=1412 [TCP segment of a reassembled PDU];;;"78,020819";"78,020897";;"7,8E-05";;"-8,8E-05";"0,000166";"0,000254"
2767;78.020.897;"78,020897";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#39] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1526107;;;"78,020897";"78,021063";;"0,000166";;"-0,000553";"0,000719";"0,001272"
2768;78.021.063;"78,021063";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56910 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"78,021063";"78,021782";;"0,000719";;"0,000719";0;"-0,000719"
2769;78.021.782;"78,021782";"36,92,238,236";"192,168,100,98";TCP;1466;443  >  56638 [ACK] Seq=1526107 Ack=5359 Win=539 Len=1412 [TCP segment of a reassembled PDU];;;"78,021782";"78,021782";;0;;"-7,7E-05";"7,7E-05";"0,000154"
2770;78.021.782;"78,021782";"36,92,238,236";"192,168,100,98";TCP;833;443  >  56638 [ACK] Seq=1527519 Ack=5359 Win=539 Len=779 [TCP segment of a reassembled PDU];;;"78,021782";"78,021859";;"7,7E-05";;3E-06;"7,4E-05";"7,1E-05"
2771;78.021.859;"78,021859";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#40] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1527519;;;"78,021859";"78,021933";;"7,4E-05";;"-0,000508";"0,000582";"0,00109"
2772;78.021.933;"78,021933";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#41] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1528298;;;"78,021933";"78,022515";;"0,000582";;"0,000507";"7,5E-05";"-0,000432"
2773;78.022.515;"78,022515";"36,92,238,236";"192,168,100,98";TCP;2878;443  >  56638 [ACK] Seq=1528298 Ack=5359 Win=539 Len=2824 [TCP segment of a reassembled PDU];;;"78,022515";"78,022590";;"7,5E-05";;"-0,004272";"0,004347";"0,008619"
2774;78.022.590;"78,022590";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#42] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1531122;;;"78,022590";"78,026937";;"0,004347";;"0,004227";"0,00012";"-0,004107"
2775;78.026.937;"78,026937";"36,92,238,236";"192,168,100,98";TCP;2878;443  >  56638 [ACK] Seq=1531122 Ack=5359 Win=539 Len=2824 [TCP segment of a reassembled PDU];;;"78,026937";"78,027057";;"0,00012";;"-0,003214";"0,003334";"0,006548"
2776;78.027.057;"78,027057";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#43] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1533946;;;"78,027057";"78,030391";;"0,003334";;"0,003251";"8,3E-05";"-0,003168"
2777;78.030.391;"78,030391";"36,92,238,236";"192,168,100,98";TCP;2878;443  >  56638 [ACK] Seq=1533946 Ack=5359 Win=539 Len=2824 [TCP segment of a reassembled PDU];;;"78,030391";"78,030474";;"8,3E-05";;"-0,000115";"0,000198";"0,000313"
2778;78.030.474;"78,030474";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#44] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1536770;;;"78,030474";"78,030672";;"0,000198";;"0,000135";"6,3E-05";"-7,2E-05"
2779;78.030.672;"78,030672";"36,92,238,236";"192,168,100,98";TCP;2878;443  >  56638 [ACK] Seq=1536770 Ack=5359 Win=539 Len=2824 [TCP segment of a reassembled PDU];;;"78,030672";"78,030735";;"6,3E-05";;"-4,9E-05";"0,000112";"0,000161"
2780;78.030.735;"78,030735";"192,168,100,98";"36,92,238,236";TCP;66;[TCP Dup ACK 2689#45] 56638  >  443 [ACK] Seq=5359 Ack=1408522 Win=512 Len=0 SLE=1428290 SRE=1539594;;;"78,030735";"78,030847";;"0,000112";;"-0,000102";"0,000214";"0,000316"
2781;78.030.847;"78,030847";"36,92,238,236";"192,168,100,98";TCP;2878;[TCP Fast Retransmission] 443  >  56638 [ACK] Seq=1408522 Ack=5359 Win=539 Len=2824 [TCP segment of a reassembled PDU];;;"78,030847";"78,031061";;"0,000214";;"9,8E-05";"0,000116";"1,8E-05"
2782;78.031.061;"78,031061";"192,168,100,98";"36,92,238,236";TCP;66;56638  >  443 [ACK] Seq=5359 Ack=1411346 Win=512 Len=0 SLE=1428290 SRE=1539594;;;"78,031061";"78,031177";;"0,000116";;"-3,1E-05";"0,000147";"0,000178"
2783;78.031.177;"78,031177";"36,92,238,236";"192,168,100,98";TCP;2878;[TCP Out-Of-Order] 443  >  56638 [ACK] Seq=1411346 Ack=5359 Win=539 Len=2824;;;"78,031177";"78,031324";;"0,000147";;"-0,001073";"0,00122";"0,002293"
2784;78.031.324;"78,031324";"192,168,100,98";"36,92,238,236";TCP;66;56638  >  443 [ACK] Seq=5359 Ack=1414170 Win=512 Len=0 SLE=1428290 SRE=1539594;;;"78,031324";"78,032544";;"0,00122";;"0,00104";"0,00018";"-0,00086"
2785;78.032.544;"78,032544";"36,92,238,236";"192,168,100,98";TCP;2878;[TCP Out-Of-Order] 443  >  56638 [ACK] Seq=1414170 Ack=5359 Win=539 Len=2824;;;"78,032544";"78,032724";;"0,00018";;"-0,003353";"0,003533";"0,006886"
